"Frecuencia(Hz)		",mm/Seg(PC)
810.9375,0.045486
812.5,0.039458
814.0625,0.035622
815.625,0.037814
817.1875,0.043568
818.75,0.047678
820.3125,0.037814
821.875,0.042472
823.4375,0.055077
825,0.040828
826.5625,0.036718
828.125,0.034252
829.6875,0.038362
831.25,0.028086
832.8125,0.043568
834.375,0.045486
835.9375,0.060831
837.5,0.065489
839.0625,0.08604
840.625,0.065489
842.1875,0.07782
843.75,0.076724
845.3125,0.063845
846.875,0.046582
848.4375,0.055077
850,0.041924
851.5625,0.04302
853.125,0.04713
854.6875,0.053981
856.25,0.050419
857.8125,0.049323
859.375,0.026168
860.9375,0.02699
862.5,0.051241
864.0625,0.095357
865.625,0.065489
867.1875,0.045486
868.75,0.061379
870.3125,0.103577
871.875,0.084944
873.4375,0.035896
875,0.033019
876.5625,0.031375
878.125,0.033019
879.6875,0.02932
881.25,0.031375
882.8125,0.029046
884.375,0.035074
885.9375,0.07782
887.5,0.15564
889.0625,0.11125
890.625,0.042472
892.1875,0.016372
893.75,0.01692
895.3125,0.023291
896.875,0.015824
898.4375,0.024935
900,0.026716
901.5625,0.034526
903.125,0.034252
904.6875,0.022058
906.25,0.017811
907.8125,0.019181
909.375,0.012331
910.9375,0.010344
912.5,0.01692
914.0625,0.01692
915.625,0.013495
917.1875,0.027538
918.75,0.032197
920.3125,0.020414
921.875,0.021236
923.4375,0.023565
925,0.02014
926.5625,0.021236
928.125,0.021236
929.6875,0.019455
931.25,0.012947
932.8125,0.02562
934.375,0.035348
935.9375,0.037814
937.5,0.082752
939.0625,0.084944
940.625,0.037814
942.1875,0.02932
943.75,0.020688
945.3125,0.023291
946.875,0.027812
948.4375,0.04713
950,0.056995
951.5625,0.059735
953.125,0.063297
954.6875,0.059735
956.25,0.034252
957.8125,0.044116
959.375,0.029046
960.9375,0.025209
962.5,0.036444
964.0625,0.058091
965.625,0.060283
967.1875,0.051789
968.75,0.044664
970.3125,0.067134
971.875,0.058091
973.4375,0.032471
975,0.035348
976.5625,0.035896
978.125,0.036444
979.6875,0.031923
981.25,0.028497
982.8125,0.037814
984.375,0.04713
985.9375,0.053981
987.5,0.04713
989.0625,0.031375
990.625,0.030964
992.1875,0.016372
993.75,0.015482
995.3125,0.023565
996.875,0.028771
998.4375,0.032745
1000,0.048775
1001.563,0.040828
1003.125,0.042472
1004.688,0.034526
1006.25,0.033841
1007.813,0.026442
1009.375,0.030142
1010.938,0.16112
1012.5,0.322241
1014.063,0.174273
1015.625,0.048775
1017.188,0.030142
1018.75,0.035074
1020.313,0.035074
1021.875,0.021784
1023.438,0.018907
1025,0.017537
1026.563,0.024387
1028.125,0.01692
1029.688,0.015208
1031.25,0.027538
1032.813,0.041376
1034.375,0.032471
1035.938,0.018907
1037.5,0.014934
1039.063,0.012605
1040.625,0.012331
1042.188,0.011783
1043.75,0.01692
1045.313,0.024387
1046.875,0.026168
1048.438,0.025209
1050,0.02151
1051.563,0.018633
1053.125,0.019455
1054.688,0.020414
1056.25,0.019455
1057.813,0.017537
1059.375,0.024661
1060.938,0.027538
1062.5,0.02014
1064.063,0.033841
1065.625,0.02699
1067.188,0.026442
1068.75,0.025209
1070.313,0.028086
1071.875,0.018085
1073.438,0.023291
1075,0.02699
1076.563,0.038362
1078.125,0.029594
1079.688,0.028086
1081.25,0.048227
1082.813,0.056995
1084.375,0.038362
1085.938,0.054529
1087.5,0.055077
1089.063,0.0348
1090.625,0.052337
1092.188,0.03891
1093.75,0.02014
1095.313,0.020962
1096.875,0.030142
1098.438,0.029046
1100,0.022058
1101.563,0.066585
1103.125,0.071792
1104.688,0.021236
1106.25,0.023017
1107.813,0.01692
1109.375,0.026442
1110.938,0.047678
1112.5,0.056173
1114.063,0.032471
1115.625,0.018907
1117.188,0.016372
1118.75,0.018633
1120.313,0.011783
1121.875,0.014043
1123.438,0.018907
1125,0.019729
1126.563,0.02014
1128.125,0.013769
1129.688,0.016098
1131.25,0.021784
1132.813,0.017537
1134.375,0.019181
1135.938,0.017811
1137.5,0.017811
1139.063,0.015824
1140.625,0.016646
1142.188,0.024661
1143.75,0.022058
1145.313,0.022058
1146.875,0.02151
1148.438,0.015208
1150,0.017537
1151.563,0.023565
1153.125,0.018633
1154.688,0.014934
1156.25,0.019455
1157.813,0.02699
1159.375,0.049871
