Frecuencia(Hz),"	mm/Seg(PC)"
247.333,0.107414
248.1035,0.073436
248.874,0.082204
249.6445,0.110702
250.415,0.121662
251.1855,0.115086
251.9561,0.094809
252.7266,0.092069
253.4971,0.093713
254.2676,0.126595
255.0381,0.127691
255.8086,0.120018
256.5791,0.091521
257.3496,0.098097
258.1201,0.16112
258.8906,0.139199
259.6611,0.123306
260.4316,0.102481
261.2021,0.123306
261.9727,0.109058
262.7432,0.089877
263.5137,0.082204
264.2842,0.070696
265.0547,0.060831
265.8252,0.062475
266.5957,0.051241
267.3662,0.063845
268.1367,0.075628
268.9072,0.055351
269.6777,0.042198
270.4482,0.037814
271.2188,0.040554
271.9893,0.03891
272.7598,0.060831
273.5303,0.07234
274.3008,0.043294
275.0713,0.054529
275.8418,0.042198
276.6123,0.053707
277.3828,0.027675
278.1533,0.033978
278.9238,0.039732
279.6943,0.029183
280.4648,0.030416
281.2354,0.03617
282.0059,0.033978
282.7764,0.042198
283.5469,0.03754
284.3174,0.027264
285.0879,0.039732
285.8584,0.044116
286.6289,0.035896
287.3994,0.039732
288.1699,0.043294
288.9404,0.035896
289.7109,0.204963
290.4814,0.324433
291.252,0.141391
292.0225,0.049597
292.793,0.054529
293.5635,0.046856
294.334,0.033978
295.1045,0.0348
295.875,0.039458
296.6455,0.052885
297.416,0.054529
298.1865,0.03891
298.957,0.03754
299.7275,0.038362
300.498,0.029183
301.2686,0.031923
302.0391,0.038636
302.8096,0.052063
303.5801,0.03754
304.3506,0.03754
305.1211,0.050419
305.8916,0.038636
306.6621,0.028086
307.4326,0.035074
308.2031,0.041102
308.9736,0.051241
309.7441,0.031923
310.5146,0.053707
311.2852,0.070148
312.0557,0.493226
312.8262,1.034678
313.5967,0.565565
314.3672,0.071792
315.1377,0.050419
315.9082,0.031923
316.6787,0.033567
317.4492,0.033567
318.2197,0.031238
318.9902,0.029183
319.7607,0.028771
320.5313,0.035896
321.3018,0.038362
322.0723,0.063845
322.8428,0.079464
323.6133,0.028771
324.3838,0.018496
325.1543,0.024798
325.9248,0.027264
326.6953,0.014043
327.4658,0.02014
328.2363,0.021647
329.0068,0.022469
329.7773,0.020551
330.5479,0.018359
331.3184,0.018496
332.0889,0.02562
332.8594,0.020962
333.6299,0.019318
334.4004,0.026031
335.1709,0.033567
335.9414,0.03617
336.7119,0.032745
337.4824,0.044938
338.2529,0.040554
339.0234,0.02014
339.7939,0.028771
340.5645,0.020962
341.335,0.02562
342.1055,0.023017
342.876,0.035896
343.6465,0.035074
344.417,0.067956
345.1875,0.060009
345.958,0.065489
346.7285,0.032334
347.499,0.019729
348.2695,0.023428
349.04,0.027675
349.8105,0.021647
350.5811,0.023291
351.3516,0.019455
352.1221,0.02151
352.8926,0.015208
353.6631,0.021647
354.4336,0.027264
355.2041,0.023702
355.9746,0.015208
356.7451,0.015002
357.5156,0.019455
358.2861,0.02151
359.0566,0.021099
359.8271,0.017537
360.5977,0.020277
361.3682,0.016167
362.1387,0.019729
362.9092,0.016167
363.6797,0.01418
364.4502,0.024524
365.2207,0.026442
365.9912,0.011235
366.7617,0.017537
367.5322,0.027675
368.3027,0.032334
369.0732,0.028086
369.8438,0.03754
370.6143,0.03754
371.3848,0.02836
372.1553,0.029594
372.9258,0.017948
373.6963,0.02836
374.4668,0.029183
375.2373,0.029594
376.0078,0.021236
376.7783,0.019318
377.5488,0.033567
378.3193,0.02836
379.0898,0.030005
379.8604,0.035074
380.6309,0.041924
381.4014,0.035348
382.1719,0.036992
382.9424,0.035896
383.7129,0.04302
384.4834,0.067134
385.2539,0.16112
386.0244,0.776008
386.7949,2.946202
387.5654,2.525316
388.3359,0.409925
389.1064,0.140295
389.877,0.048501
390.6475,0.023428
391.418,0.011646
392.1885,0.014797
392.959,0.024661
393.7295,0.030005
394.5,0.014386
395.2705,0.01281
396.041,0.014797
396.8115,0.017674
397.582,0.015961
398.3525,0.016783
399.123,0.019455
399.8936,0.03891
400.6641,0.029183
401.4346,0.009865
402.2051,0.014797
402.9756,0.022058
403.7461,0.02151
404.5166,0.022469
405.2871,0.01877
406.0576,0.011646
406.8281,0.016578
407.5986,0.017674
408.3691,0.016372
409.1396,0.030416
409.9102,0.040554
410.6807,0.030416
411.4512,0.020551
412.2217,0.015208
412.9922,0.019455
413.7627,0.02288
414.5332,0.026031
415.3037,0.022743
416.0742,0.024798
416.8447,0.029594
417.6152,0.031923
418.3857,0.033156
419.1563,0.112346
419.9268,0.089877
420.6973,0.036718
421.4678,0.035896
422.2383,0.04576
423.0088,0.042472
423.7793,0.034389
424.5498,0.029594
425.3203,0.03754
426.0908,0.030005
426.8613,0.045486
427.6318,0.049049
428.4023,0.071792
429.1729,0.070148
429.9434,0.040554
430.7139,0.049323
431.4844,0.061653
432.2549,0.089877
433.0254,0.07782
433.7959,0.065489
434.5664,0.175369
435.3369,0.115086
436.1074,0.165505
436.8779,0.134267
437.6484,0.090973
438.4189,0.079464
439.1895,0.065489
439.96,0.067134
440.7305,0.049049
441.501,0.073436
442.2715,0.088233
443.042,0.086589
443.8125,0.077272
444.583,0.083848
445.3535,0.079464
446.124,0.081108
446.8945,0.059187
447.665,0.052063
448.4355,0.073984
449.2061,0.07508
449.9766,0.060009
450.7471,0.067956
451.5176,0.129335
452.2881,0.088233
453.0586,0.052885
453.8291,0.071792
454.5996,0.087685
455.3701,0.055351
456.1406,0.044116
456.9111,0.052063
457.6816,0.073984
458.4521,0.078916
459.2227,0.053707
459.9932,0.061653
460.7637,0.086589
461.5342,0.082204
462.3047,0.047404
463.0752,0.046034
463.8457,0.0696
464.6162,0.059187
465.3867,0.04302
466.1572,0.081108
466.9277,0.100837
467.6982,0.086589
468.4688,0.089877
469.2393,0.068778
470.0098,0.049049
470.7803,0.086589
471.5508,0.067956
472.3213,0.049049
473.0918,0.053707
473.8623,0.052885
474.6328,0.050419
475.4033,0.038636
476.1738,0.042472
476.9443,0.044664
477.7148,0.041376
478.4854,0.065489
479.2559,0.058365
480.0264,0.035348
480.7969,0.029594
481.5674,0.060009
482.3379,0.118374
483.1084,0.306896
483.8789,0.530492
484.6494,0.23346
485.4199,0.066311
486.1904,0.055351
486.9609,0.102481
487.7314,0.076724
488.502,0.041102
489.2725,0.032745
490.043,0.041924
490.8135,0.046582
491.584,0.0348
492.3545,0.030416
493.125,0.028086
493.8955,0.036992
494.666,0.03754
495.4365,0.031238
496.207,0.044116
496.9775,0.048227
497.748,0.033978
498.5186,0.047404
499.2891,0.047678
500.0596,0.100837
500.8301,0.100837
501.6006,0.035896
502.3711,0.058365
503.1416,0.039732
503.9121,0.026853
504.6826,0.038362
505.4531,0.031649
506.2236,0.030005
506.9941,0.031649
507.7646,0.031238
508.5352,0.03617
509.3057,0.024661
510.0762,0.030005
510.8467,0.031238
511.6172,0.026031
512.3877,0.039458
513.1582,0.034389
513.9287,0.036718
514.6992,0.032745
515.4697,0.11673
516.2402,0.179753
517.0107,0.089329
517.7813,0.033978
518.5518,0.042198
519.3223,0.051241
520.0928,0.035348
520.8633,0.03754
521.6338,0.02836
522.4043,0.054529
523.1748,0.049049
523.9453,0.03891
524.7158,0.039458
525.4863,0.051241
526.2568,0.051241
527.0273,0.040554
527.7979,0.039732
528.5684,0.084944
529.3389,0.102481
530.1094,0.050419
530.8799,0.07234
531.6504,0.084944
532.4209,0.071792
533.1914,0.107414
533.9619,0.066311
534.7324,0.065489
535.5029,0.062475
536.2734,0.03754
537.0439,0.02836
537.8145,0.046034
538.585,0.056173
539.3555,0.03891
540.126,0.065489
540.8965,0.162216
541.667,0.151256
542.4375,0.047404
543.208,0.050145
543.9785,0.041376
544.749,0.059187
545.5195,0.056173
546.29,0.0696
547.0605,0.055351
547.8311,0.043294
548.6016,0.03617
549.3721,0.039732
550.1426,0.035896
550.9131,0.052063
551.6836,0.070696
552.4541,0.035074
553.2246,0.023291
553.9951,0.033567
554.7656,0.041376
555.5361,0.035896
556.3066,0.033978
557.0771,0.032745
557.8477,0.052063
558.6182,0.07508
559.3887,0.07782
560.1592,0.087685
560.9297,0.070696
561.7002,0.070148
562.4707,0.070696
563.2412,0.07782
564.0117,0.070696
564.7822,0.068778
565.5527,0.078916
566.3232,0.039458
567.0938,0.052063
567.8643,0.047678
568.6348,0.053707
569.4053,0.044664
570.1758,0.033567
570.9463,0.039732
571.7168,0.039458
572.4873,0.031649
573.2578,0.035896
574.0283,0.044664
574.7988,0.045486
575.5693,0.063297
576.3398,0.048501
577.1104,0.058365
577.8809,0.073436
578.6514,0.071792
579.4219,0.059187
580.1924,0.120018
580.9629,0.135911
581.7334,0.03891
582.5039,0.026853
583.2744,0.034389
584.0449,0.035896
584.8154,0.027675
585.5859,0.032745
586.3564,0.032745
587.127,0.039458
587.8975,0.032745
588.668,0.026031
589.4385,0.023702
590.209,0.031238
590.9795,0.033567
591.75,0.038636
592.5205,0.035896
593.291,0.030827
594.0615,0.028086
594.832,0.036718
595.6025,0.046582
596.373,0.075628
597.1436,0.123306
597.9141,0.067134
598.6846,0.041924
599.4551,0.062475
600.2256,0.061653
600.9961,0.049049
601.7666,0.04302
602.5371,0.056721
603.3076,0.056173
604.0781,0.03754
604.8486,0.026031
605.6191,0.017674
606.3896,0.031649
607.1602,0.032745
607.9307,0.031923
608.7012,0.027675
609.4717,0.039732
610.2422,0.051241
611.0127,0.046582
611.7832,0.033156
612.5537,0.089877
613.3242,0.095357
614.0947,0.055351
614.8652,0.038362
615.6357,0.067134
616.4063,0.052885
617.1768,0.030416
617.9473,0.051241
618.7178,0.037814
619.4883,0.020551
620.2588,0.019318
621.0293,0.017948
621.7998,0.015208
622.5703,0.023428
623.3408,0.044664
624.1113,0.055351
624.8818,0.201675
625.6523,0.423078
626.4229,0.246613
627.1934,0.055351
627.9639,0.031923
628.7344,0.01418
629.5049,0.015961
630.2754,0.013632
631.0459,0.015002
631.8164,0.017194
632.5869,0.040554
633.3574,0.043294
634.1279,0.018085
634.8984,0.019181
635.6689,0.01281
636.4395,0.010824
637.21,0.009865
637.9805,0.016783
638.751,0.017948
639.5215,0.044664
640.292,0.031238
641.0625,0.019318
641.833,0.01877
642.6035,0.010481
643.374,0.01144
644.1445,0.0174
644.915,0.047678
645.6855,0.032745
646.4561,0.00709
647.2266,0.008083
647.9971,0.009865
648.7676,0.009042
649.5381,0.012399
650.3086,0.013632
651.0791,0.01877
651.8496,0.026853
652.6201,0.0174
653.3906,0.01007
654.1611,0.012262
654.9316,0.008837
655.7021,0.016372
656.4727,0.02151
657.2432,0.013632
658.0137,0.018085
658.7842,0.020962
659.5547,0.019318
660.3252,0.023839
661.0957,0.030005
661.8662,0.014591
662.6367,0.017948
663.4072,0.016372
664.1777,0.016372
664.9482,0.017537
665.7188,0.0174
666.4893,0.010618
667.2598,0.011851
668.0303,0.009865
668.8008,0.008083
669.5713,0.010481
670.3418,0.011235
671.1123,0.012605
671.8828,0.020551
672.6533,0.022332
673.4238,0.016372
674.1943,0.023291
674.9648,0.0174
675.7354,0.024798
676.5059,0.033156
677.2764,0.076724
678.0469,0.056721
678.8174,0.02288
679.5879,0.018359
680.3584,0.014797
681.1289,0.011646
681.8994,0.013838
682.6699,0.015961
683.4404,0.015413
684.2109,0.014386
684.9814,0.012399
685.752,0.01007
686.5225,0.015619
687.293,0.018085
688.0635,0.014386
688.834,0.018496
689.6045,0.015961
690.375,0.015208
691.1455,0.008837
691.916,0.013016
692.6865,0.026853
693.457,0.034389
694.2275,0.033978
694.998,0.031238
695.7686,0.026442
696.5391,0.020551
697.3096,0.016578
698.0801,0.016167
698.8506,0.031923
699.6211,0.110702
700.3916,0.095357
701.1621,0.022743
701.9326,0.013016
702.7031,0.019455
703.4736,0.033978
704.2441,0.023428
705.0146,0.012262
705.7852,0.015208
706.5557,0.016167
707.3262,0.020551
708.0967,0.022469
708.8672,0.02014
709.6377,0.042472
710.4082,0.0348
711.1787,0.019318
711.9492,0.024113
712.7197,0.035348
713.4902,0.020551
714.2607,0.019866
715.0313,0.030005
715.8018,0.026853
716.5723,0.016783
717.3428,0.013221
718.1133,0.017537
718.8838,0.017674
719.6543,0.015413
720.4248,0.013838
721.1953,0.022469
721.9658,0.03617
722.7363,0.04028
723.5068,0.02562
724.2773,0.027264
725.0479,0.043294
725.8184,0.029594
726.5889,0.024524
727.3594,0.024798
728.1299,0.018359
728.9004,0.032334
729.6709,0.030005
730.4414,0.028771
731.2119,0.026031
731.9824,0.028086
732.7529,0.022058
733.5234,0.023428
734.2939,0.029183
735.0645,0.036718
735.835,0.031649
736.6055,0.02562
737.376,0.026853
738.1465,0.02562
738.917,0.040554
739.6875,0.033978
740.458,0.043842
741.2285,0.051241
741.999,0.056721
742.7695,0.026031
743.54,0.020551
744.3105,0.023291
745.0811,0.026442
745.8516,0.02151
746.6221,0.020277
747.3926,0.020277
748.1631,0.026853
748.9336,0.026031
749.7041,0.011029
750.4746,0.016989
751.2451,0.022469
752.0156,0.030005
752.7861,0.029183
753.5566,0.026442
754.3271,0.030005
755.0977,0.026853
755.8682,0.023839
756.6387,0.043842
757.4092,0.067956
758.1797,0.050419
758.9502,0.031238
759.7207,0.030827
760.4912,0.024524
761.2617,0.020277
762.0322,0.023017
762.8027,0.02014
763.5732,0.026853
764.3438,0.02562
765.1143,0.019181
765.8848,0.017674
766.6553,0.019455
767.4258,0.01877
768.1963,0.021236
768.9668,0.019318
769.7373,0.031238
770.5078,0.024524
771.2783,0.023839
772.0488,0.064667
772.8193,0.0696
773.5898,0.449383
774.3604,0.618176
775.1309,0.208251
775.9014,0.060009
776.6719,0.032745
777.4424,0.023702
778.2129,0.018907
778.9834,0.016372
779.7539,0.019181
780.5244,0.015413
781.2949,0.013016
782.0654,0.01281
782.8359,0.012262
783.6064,0.010824
784.377,0.012399
785.1475,0.015824
785.918,0.015002
786.6885,0.014591
787.459,0.018359
788.2295,0.013838
789,0.016372
789.7705,0.029594
790.541,0.027675
791.3115,0.02425
792.082,0.018907
792.8525,0.016372
793.623,0.011851
794.3936,0.012605
795.1641,0.008083
795.9346,0.015208
796.7051,0.019866
797.4756,0.023291
798.2461,0.027264
799.0166,0.018496
799.7871,0.022058
800.5576,0.02562
801.3281,0.023702
802.0986,0.022058
802.8691,0.023839
803.6396,0.028771
804.4102,0.029183
805.1807,0.019866
805.9512,0.044938
806.7217,0.067134
807.4922,0.033978
808.2627,0.019866
809.0332,0.027675
809.8037,0.029594
810.5742,0.016372
811.3447,0.02014
812.1152,0.02151
812.8857,0.023839
813.6563,0.023839
814.4268,0.023839
815.1973,0.026442
815.9678,0.030827
816.7383,0.020962
817.5088,0.024113
818.2793,0.027675
819.0498,0.035896
819.8203,0.033978
820.5908,0.016167
821.3613,0.028086
822.1318,0.035348
822.9023,0.045486
823.6729,0.046856
824.4434,0.026442
825.2139,0.025209
825.9844,0.02014
826.7549,0.014591
827.5254,0.011235
828.2959,0.012262
829.0664,0.011646
829.8369,0.018907
830.6074,0.01877
831.3779,0.022332
832.1484,0.018359
832.9189,0.016783
833.6895,0.019866
834.46,0.015961
835.2305,0.014797
836.001,0.021236
836.7715,0.026853
837.542,0.022469
838.3125,0.060831
839.083,0.055351
839.8535,0.019318
840.624,0.021921
841.3945,0.027264
842.165,0.027264
842.9355,0.017674
843.7061,0.013221
844.4766,0.019181
845.2471,0.028086
846.0176,0.026031
846.7881,0.017674
847.5586,0.016783
848.3291,0.026442
849.0996,0.020551
849.8701,0.015208
850.6406,0.0348
851.4111,0.0348
852.1816,0.023702
852.9521,0.029183
853.7227,0.032745
854.4932,0.029594
855.2637,0.033978
856.0342,0.03754
856.8047,0.016783
857.5752,0.026031
858.3457,0.026853
859.1162,0.01877
859.8867,0.015002
860.6572,0.013016
861.4277,0.014386
862.1982,0.02288
862.9688,0.021236
863.7393,0.036992
864.5098,0.04576
865.2803,0.03617
866.0508,0.039732
866.8213,0.026442
867.5918,0.021647
868.3623,0.018085
869.1328,0.036992
869.9033,0.055351
870.6738,0.092069
871.4443,0.070696
872.2148,0.021921
872.9854,0.017537
873.7559,0.024798
874.5264,0.020277
875.2969,0.010618
876.0674,0.013221
876.8379,0.015413
877.6084,0.018496
878.3789,0.017674
879.1494,0.018359
879.9199,0.01877
880.6904,0.018496
881.4609,0.014043
882.2314,0.01418
883.002,0.013838
883.7725,0.0174
884.543,0.019318
885.3135,0.023428
886.084,0.028771
886.8545,0.10577
887.625,0.162216
888.3955,0.064667
889.166,0.032745
889.9365,0.041102
890.707,0.0174
891.4775,0.017194
892.248,0.012605
893.0186,0.012605
893.7891,0.013221
894.5596,0.01281
895.3301,0.009865
896.1006,0.006131
896.8711,0.009042
897.6416,0.012399
898.4121,0.013221
899.1826,0.012262
899.9531,0.010481
900.7236,0.00572
901.4941,0.006919
902.2646,0.011646
903.0352,0.020551
903.8057,0.017537
904.5762,0.012057
905.3467,0.010481
906.1172,0.012057
906.8877,0.01144
907.6582,0.00709
908.4287,0.008289
909.1992,0.010276
909.9697,0.01007
910.7402,0.010618
911.5107,0.009248
912.2813,0.01144
913.0518,0.012399
913.8223,0.010276
914.5928,0.010276
915.3633,0.010481
916.1338,0.009865
916.9043,0.011029
917.6748,0.011235
918.4453,0.015413
919.2158,0.010481
919.9863,0.013221
920.7568,0.013632
921.5273,0.015824
922.2979,0.015961
923.0684,0.017948
923.8389,0.013427
924.6094,0.010618
925.3799,0.014797
926.1504,0.010481
926.9209,0.008837
927.6914,0.015413
928.4619,0.017948
929.2324,0.01281
930.0029,0.012057
930.7734,0.010276
931.5439,0.012057
932.3145,0.012057
933.085,0.014797
933.8555,0.017194
934.626,0.014043
935.3965,0.016989
936.167,0.017194
936.9375,0.023291
937.708,0.059187
938.4785,0.118374
939.249,0.086589
940.0195,0.028771
940.79,0.022332
941.5605,0.016372
942.3311,0.014386
943.1016,0.011646
943.8721,0.011646
944.6426,0.011851
945.4131,0.009865
946.1836,0.012605
946.9541,0.013838
947.7246,0.012399
948.4951,0.012399
949.2656,0.014386
950.0361,0.018085
950.8066,0.021921
951.5771,0.017537
952.3477,0.01418
953.1182,0.015413
953.8887,0.01418
954.6592,0.016783
955.4297,0.015961
956.2002,0.017537
956.9707,0.016783
957.7412,0.016989
958.5117,0.014797
959.2822,0.012605
960.0527,0.02014
960.8232,0.02151
961.5938,0.022469
962.3643,0.019866
963.1348,0.023428
963.9053,0.035896
964.6758,0.0696
965.4463,0.093713
966.2168,0.075628
966.9873,0.08056
967.7578,0.129335
968.5283,0.070696
969.2988,0.030827
970.0693,0.029594
970.8398,0.031238
971.6104,0.023702
972.3809,0.021236
973.1514,0.020277
973.9219,0.026031
974.6924,0.02836
975.4629,0.021921
976.2334,0.020277
977.0039,0.025072
977.7744,0.023017
978.5449,0.014591
979.3154,0.010824
980.0859,0.016989
980.8564,0.025072
981.627,0.02836
982.3975,0.020688
983.168,0.024798
983.9385,0.043294
984.709,0.045486
985.4795,0.021099
986.25,0.020688
987.0205,0.02562
987.791,0.026853
988.5615,0.02151
989.332,0.020688
990.1025,0.023291
990.873,0.02836
991.6436,0.019455
992.4141,0.012057
993.1846,0.0087
993.9551,0.013632
994.7256,0.02014
995.4961,0.018085
996.2666,0.013221
997.0371,0.01281
997.8076,0.015824
998.5781,0.014043
999.3486,0.019455
1000.119,0.041924
1000.89,0.049323
1001.66,0.024524
1002.431,0.030005
1003.201,0.035348
1003.972,0.016167
1004.742,0.019318
1005.513,0.022469
1006.283,0.020551
1007.054,0.019318
1007.824,0.014386
1008.595,0.020277
1009.365,0.021236
1010.136,0.021099
1010.906,0.030827
1011.677,0.0696
1012.447,0.208251
1013.218,0.214827
1013.988,0.055351
1014.759,0.039732
1015.529,0.033567
1016.3,0.028771
1017.07,0.023428
1017.841,0.013016
1018.611,0.017948
1019.382,0.020551
1020.152,0.016167
1020.923,0.012262
1021.693,0.008837
1022.464,0.015002
1023.234,0.02562
1024.005,0.018359
1024.775,0.017948
1025.546,0.016372
1026.316,0.025072
1027.087,0.017948
1027.857,0.009453
1028.628,0.015002
1029.398,0.018085
1030.169,0.011851
1030.939,0.011235
1031.71,0.023017
1032.48,0.019729
1033.251,0.015961
1034.021,0.017194
1034.792,0.016783
1035.563,0.016578
1036.333,0.009248
1037.104,0.013221
1037.874,0.015413
1038.645,0.019318
1039.415,0.018085
1040.186,0.012399
1040.956,0.011646
1041.727,0.013632
1042.497,0.013427
1043.268,0.012057
1044.038,0.013427
1044.809,0.019455
1045.579,0.017674
1046.35,0.018907
1047.12,0.023291
1047.891,0.019181
1048.661,0.016989
1049.432,0.0174
1050.202,0.016372
1050.973,0.014386
1051.743,0.010824
1052.514,0.011851
1053.284,0.011235
1054.055,0.012262
1054.825,0.013016
1055.596,0.015824
1056.366,0.014591
1057.137,0.013632
1057.907,0.015619
1058.678,0.015002
1059.448,0.020551
1060.219,0.027264
1060.989,0.045486
1061.76,0.039732
1062.53,0.032334
1063.301,0.032745
1064.071,0.120018
1064.842,0.130979
1065.612,0.033156
1066.383,0.019455
1067.153,0.012262
1067.924,0.016372
1068.694,0.01007
1069.465,0.015208
1070.235,0.012057
1071.006,0.009865
1071.776,0.007296
1072.547,0.012057
1073.317,0.012057
1074.088,0.012057
1074.858,0.014043
1075.629,0.011235
1076.399,0.01281
1077.17,0.030005
1077.94,0.031923
1078.711,0.017674
