"Frecuencia(Hz)	",mm/Seg(PC)
1037.104,0.013427
1037.874,0.014523
1038.645,0.0174
1039.415,0.014112
1040.186,0.011577
1040.956,0.012331
1041.727,0.007261
1042.497,0.014523
1043.268,0.010139
1044.038,0.009042
1044.809,0.011988
1045.579,0.013427
1046.35,0.012673
1047.12,0.009042
1047.891,0.010139
1048.661,0.021373
1049.432,0.020688
1050.202,0.015208
1050.973,0.011988
1051.743,0.011577
1052.514,0.011235
1053.284,0.009385
1054.055,0.017057
1054.825,0.017057
1055.596,0.009796
1056.366,0.005789
1057.137,0.010139
1057.907,0.013427
1058.678,0.009042
1059.448,0.012331
1060.219,0.016304
1060.989,0.017057
1061.76,0.013427
1062.53,0.022469
1063.301,0.055899
1064.071,0.081656
1064.842,0.060283
1065.612,0.070148
1066.383,0.0348
1067.153,0.024661
1067.924,0.014112
1068.694,0.010139
1069.465,0.012673
1070.235,0.017811
1071.006,0.011988
1071.776,0.0087
1072.547,0.013084
1073.317,0.011577
1074.088,0.010139
1074.858,0.009385
1075.629,0.009042
1076.399,0.015961
1077.17,0.016715
1077.94,0.014112
1078.711,0.017057
