Frecuencia(Hz),"	mm/Seg(PC)"
1862.5,0.15016
1864.063,0.114538
1865.625,0.087137
1867.188,0.127143
1868.75,0.15016
1870.313,0.217019
1871.875,0.322241
1873.438,1.104826
1875,1.657238
1876.563,0.88123
1878.125,0.328817
1879.688,0.094261
1881.25,0.07508
1882.813,0.098097
1884.375,0.127143
1885.938,0.11947
1887.5,0.106866
1889.063,0.088781
1890.625,0.073436
1892.188,0.058913
1893.75,0.038362
1895.313,0.060557
1896.875,0.072888
1898.438,0.096453
1900,0.213731
1901.563,0.220307
1903.125,0.100289
1904.688,0.071244
1906.25,0.072888
1907.813,0.054255
1909.375,0.04713
1910.938,0.036718
1912.5,0.052611
1914.063,0.049871
1915.625,0.069874
1917.188,0.110154
1918.75,0.073436
1920.313,0.063571
1921.875,0.090425
1923.438,0.166601
1925,0.142487
1926.563,0.138103
1928.125,0.229076
1929.688,0.200578
1931.25,0.304704
1932.813,0.982067
1934.375,0.889998
1935.938,0.293743
1937.5,0.095905
1939.063,0.076724
1940.625,0.065215
1942.188,0.064393
1943.75,0.039732
1945.313,0.080012
1946.875,0.181945
1948.438,0.471305
1950,0.394581
1951.563,0.139747
1953.125,0.056447
1954.688,0.056447
1956.25,0.038362
1957.813,0.037266
1959.375,0.04028
1960.938,0.043568
1962.5,0.043842
1964.063,0.050967
1965.625,0.079464
1967.188,0.060557
1968.75,0.032197
1970.313,0.040828
1971.875,0.052611
1973.438,0.046582
1975,0.055625
1976.563,0.052611
1978.125,0.059735
1979.688,0.04028
1981.25,0.050145
1982.813,0.066037
1984.375,0.034937
1985.938,0.027127
1987.5,0.028223
1989.063,0.031375
1990.625,0.038362
1992.188,0.04028
1993.75,0.03343
1995.313,0.030279
1996.875,0.046582
1998.438,0.048227
2000,0.041924
2001.563,0.034526
2003.125,0.027538
2004.688,0.03754
2006.25,0.029868
2007.813,0.025072
2009.375,0.028634
2010.938,0.024661
2012.5,0.046582
2014.063,0.056447
2015.625,0.049871
2017.188,0.034937
2018.75,0.043842
2020.313,0.038362
2021.875,0.097549
2023.438,0.169889
2025,0.098097
2026.563,0.03891
2028.125,0.081656
2029.688,0.18633
2031.25,0.139747
2032.813,0.039184
2034.375,0.029457
2035.938,0.04028
2037.5,0.059735
2039.063,0.062749
2040.625,0.041924
2042.188,0.025483
2043.75,0.024387
2045.313,0.021236
2046.875,0.028223
2048.438,0.026716
2050,0.026716
2051.563,0.023154
2053.125,0.030279
2054.688,0.034937
2056.25,0.027812
2057.813,0.024387
2059.375,0.019181
2060.938,0.023565
2062.5,0.040828
2064.063,0.08604
2065.625,0.079464
2067.188,0.043842
2068.75,0.027538
2070.313,0.027127
2071.875,0.024661
2073.438,0.034115
2075,0.055625
2076.563,0.051789
2078.125,0.042472
2079.688,0.03617
2081.25,0.028223
2082.813,0.029868
2084.375,0.028223
2085.938,0.027812
2087.5,0.023565
2089.063,0.019592
2090.625,0.025072
2092.188,0.024661
2093.75,0.011372
2095.313,0.024661
2096.875,0.046582
2098.438,0.038362
2100,0.029457
2101.563,0.019592
2103.125,0.031375
2104.688,0.025483
2106.25,0.020825
2107.813,0.029457
2109.375,0.035622
2110.938,0.03069
2112.5,0.042472
2114.063,0.056447
2115.625,0.033019
2117.188,0.022332
2118.75,0.02151
2120.313,0.023976
2121.875,0.019181
2123.438,0.022743
2125,0.069052
2126.563,0.16112
2128.125,0.095905
2129.688,0.019592
2131.25,0.013769
2132.813,0.02151
2134.375,0.021921
2135.938,0.023976
2137.5,0.01877
2139.063,0.019592
2140.625,0.018359
2142.188,0.017674
2143.75,0.012947
2145.313,0.016509
2146.875,0.013769
2148.438,0.009796
2150,0.012536
2151.563,0.010207
2153.125,0.010961
2154.688,0.013769
2156.25,0.017263
2157.813,0.022332
2159.375,0.025894
2160.938,0.038362
2162.5,0.027812
2164.063,0.021921
2165.625,0.014523
2167.188,0.020003
2168.75,0.016098
2170.313,0.025894
2171.875,0.041924
2173.438,0.028223
2175,0.020414
2176.563,0.019592
2178.125,0.016509
2179.688,0.016509
2181.25,0.014523
2182.813,0.029457
2184.375,0.056447
2185.938,0.184138
2187.5,0.250997
2189.063,0.146872
2190.625,0.06823
2192.188,0.021921
2193.75,0.015345
2195.313,0.015687
2196.875,0.01877
2198.438,0.018359
2200,0.020825
2201.563,0.016852
2203.125,0.012194
2204.688,0.013769
2206.25,0.017674
2207.813,0.019592
2209.375,0.034937
2210.938,0.07508
2212.5,0.110154
2214.063,0.071244
2215.625,0.037266
2217.188,0.021236
2218.75,0.024661
2220.313,0.030279
2221.875,0.023976
2223.438,0.018359
2225,0.021236
2226.563,0.020414
2228.125,0.010961
2229.688,0.006679
2231.25,0.010207
2232.813,0.014112
2234.375,0.020003
2235.938,0.027127
2237.5,0.033019
2239.063,0.053433
2240.625,0.04028
2242.188,0.022332
2243.75,0.013358
2245.313,0.009796
2246.875,0.011372
